term,term_norm,semantic_family,semantic_action,semantic_confidence,mapping_rule,matched_pattern,n_family_matches,all_family_matches,review_flag,manual_override_family,manual_note,candidate_sources,candidate_journals,candidate_periods,max_keyness_score,max_pct_point_lift,max_doc_count,max_doc_pct
libido,libido,drive_conflict_defense,mapped_initial,high,drive_libido_instinct,\bdrive(s)?\b|\binstinct(s|ual)?\b|\blibido\b|\blibidinal\b,1,drive_conflict_defense,,,,key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945,35.256958,8.3269,68.0,9.9125
life cycle,life cycle,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1970-1989,1.855453,0.8058,9.0,0.9836
life death,life death,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal,ijpa,,2.088028,0.5211,86.0,0.9958
like,like,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa | psychoanalytic_psychology,1946-1969 | 2010-2025,55.041978,10.043,1312.0,19.834
like invite,like invite,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,2.816955,1.2821,8.0,1.2821
like know,like know,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,2010-2025,31.436871,7.9955,51.0,8.0128
lincoln medicine,lincoln medicine,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,2.119349,1.0192,7.0,1.0279
link,link,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,1990-2009,9.053131,2.2111,59.0,4.2264
lisis,lisis,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,2010-2025,17.911507,4.4497,55.0,4.5045
litowitz bonnie,litowitz bonnie,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,japa,2010-2025,3.505321,1.4106,20.0,1.5068
little,little,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945 | 1946-1969,66.880243,13.655,791.0,19.3878
little boy,little boy,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,3.638155,1.4641,11.0,1.6035
little girl,little girl,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,5.217063,1.8817,15.0,2.1866
lives,lives,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues,2010-2025,20.637115,4.7509,186.0,7.2867
living,living,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_dialogues,2010-2025,26.529857,5.9104,107.0,8.4372
lloyd silverman,lloyd silverman,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1970-1989,3.32364,2.3975,3.0,2.439
long-term,long-term,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,14.370743,4.4645,40.0,5.5556
loss,loss,attachment_development_infant,mapped_initial,high,attachment_terms,\battachment\b|\bbowlby\b|\bsecure base\b|\bseparation\b|\bloss\b,1,attachment_development_infant,,,,global_core_terms_after_audit,,,,,667.0,5.4834
louis missouri,louis missouri,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,2.862595,1.2432,9.0,1.3216
love,love,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal_period,psychoanalytic_dialogues,1990-2009,11.264357,2.9421,681.0,8.4112
love object,love object,object_relations,mapped_initial,high,object_relations_terms,\bobject(s)?\b|\bobject[- ]relations\b|\binternal object(s)?\b|\bexternal object(s)?\b,1,object_relations,,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,5.264623,1.9949,27.0,2.4164
lucas psychotic,lucas psychotic,psychosis_borderline_primitive_states,mapped_initial,high,psychosis_terms,\bpsychosis\b|\bpsychotic\b|\bschizophrenia\b|\bschizoid\b,1,psychosis_borderline_primitive_states,,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.245313,1.2531,5.0,1.2531
lucas richard,lucas richard,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,3.630468,1.7459,7.0,1.7544
lynne zeavin,lynne zeavin,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,2.369484,1.0784,8.0,1.0959
maintains private,maintains private,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,2010-2025,13.018161,3.5534,44.0,3.6433
make sense,make sense,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.746728,1.3209,7.0,1.7544
makes,makes,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,1990-2009,10.831023,2.3953,91.0,6.5186
malawista introduction,malawista introduction,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,2.407917,1.0959,8.0,1.0959
male female,male female,body_sexuality_gender,mapped_initial,high,gender_terms,\bgender\b|\bfemininity\b|\bmasculinity\b|\bfemale\b|\bmale\b|\bqueer\b|\btransgender\b,1,body_sexuality_gender,,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,psychoanalytic_psychology,1970-1989,2.552261,1.8411,75.0,2.439
man,man,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1920-1945 | 1946-1969,61.080959,12.5887,807.0,18.5131
management,management,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009,18.283045,5.5473,45.0,6.5163
manera que,manera que,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,3.105053,1.1466,14.0,1.1466
manifest content,manifest content,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,3.652668,1.5233,10.0,1.8587
manner,manner,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1970-1989,8.506321,3.8714,8.0,6.5041
manual,manual,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology,2010-2025,16.196498,4.6733,35.0,4.9679
manual edition,manual edition,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,2.816955,1.2821,8.0,1.2821
manual mental,manual mental,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,7.166445,2.5294,18.0,2.5641
manual pdm,manual pdm,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,5.42943,2.0573,13.0,2.0833
marco chiesa,marco chiesa,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,4.330759,1.971,10.0,2.005
marcus evans,marcus evans,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.876561,1.4783,9.0,1.5038
maresfield gardens,maresfield gardens,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1970-1989,1.875922,0.8147,9.0,0.9836
margaret crastnopol,margaret crastnopol,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,3.833907,1.665,9.0,1.6822
margaret mahler,margaret mahler,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989,3.494442,1.4063,17.0,1.6153
mark kanzer,mark kanzer,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,japa,1946-1969,2.98376,1.358,23.0,1.487
masling,masling,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1970-1989,5.193845,3.2271,4.0,3.252
mass,mass,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa,1970-1989,14.701119,3.8183,63.0,5.0273
massachusetts,massachusetts,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa | psychoanalytic_dialogues | psychoanalytic_psychology,1970-1989 | 1990-2009 | 2010-2025,31.340385,6.8666,122.0,8.3413
massachusetts meissner,massachusetts meissner,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,2.119349,1.0192,7.0,1.0279
maxwell gitelson,maxwell gitelson,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_period,,1946-1969,3.265572,1.0901,19.0,1.0901
mdwilsonmd berkeley,mdwilsonmd berkeley,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,2.388701,1.0871,8.0,1.0959
meaning,meaning,language_narrative_symbolization,mapped_initial,medium,representation_meaning_terms,\brepresentation(s)?\b|\brepresentational\b|\bmeaning\b|\bmetaphor(s)?\b,1,language_narrative_symbolization,optional_review_medium_confidence,,,global_core_terms_after_audit | key_terms_by_journal_period,ijpa,1990-2009,21.575493,4.2256,974.0,11.7479
means,means,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945 | 1946-1969 | 1970-1989,49.0873,10.3452,531.0,16.6181
measure,measure,empirical_research_measurement,mapped_initial,high,measurement_terms,\bmeasure(s|ment)?\b|\bscale(s)?\b|\binstrument(s)?\b|\bassessment\b,1,empirical_research_measurement,,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology,2010-2025,15.794456,4.3741,52.0,5.7692
measures,measures,empirical_research_measurement,mapped_initial,high,measurement_terms,\bmeasure(s|ment)?\b|\bscale(s)?\b|\binstrument(s)?\b|\bassessment\b,1,empirical_research_measurement,,,,key_terms_by_journal | key_terms_by_journal_period,japa | psychoanalytic_psychology,1990-2009 | 2010-2025,25.125964,6.4228,68.0,7.8526
mechanisms,mechanisms,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa | psychoanalytic_psychotherapy,1946-1969 | 1970-1989,33.300244,6.8199,173.0,10.8714
med cornell,med cornell,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1990-2009,2.560841,0.9984,23.0,1.2308
medical,medical,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,japa | psychoanalytic_dialogues,1970-1989 | 1990-2009 | 2010-2025,28.754348,6.4553,777.0,12.4816
medical students,medical students,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.628812,1.1596,10.0,1.2531
medical training,medical training,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,2.823412,1.1775,10.0,1.3699
medicine,medicine,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,1970-1989 | 1990-2009,16.393822,3.1679,177.0,6.5641
medicine psychiatry,medicine psychiatry,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,2.255886,1.0267,8.0,1.1747
meeting,meeting,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,1946-1969 | 1970-1989,68.897595,14.9609,229.0,18.4015
meeting american,meeting american,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969 | 1970-1989 | 1990-2009,65.046739,14.6414,197.0,15.6134
meets essential,meets essential,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
meissner meissner,meissner meissner,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa | psychoanalytic_psychology,1970-1989 | 1990-2009,3.356528,1.3998,10.0,1.6077
melanie klein,melanie klein,kleinian_bionian,mapped_initial,high,kleinian_name_terms,\bklein\b|\bkleinian\b|\bmelanie klein\b,1,kleinian_bionian,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945 | 1946-1969 | 2010-2025,12.387264,3.12,183.0,4.3154
melanie klein's,melanie klein's,kleinian_bionian,mapped_initial,high,kleinian_name_terms,\bklein\b|\bkleinian\b|\bmelanie klein\b,1,kleinian_bionian,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period,ijpa,1970-1989 | 2010-2025,3.816605,1.0264,67.0,1.4742
melitta schmideberg,melitta schmideberg,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,4.955144,1.8776,13.0,1.895
member international,member international,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,2010-2025,13.229612,3.5863,47.0,3.7392
member pay,member pay,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
member training,member training,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1990-2009,1.573615,0.8087,6.0,0.9646
members editorial,members editorial,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.169165,1.2106,5.0,1.2531
members educational,members educational,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.230083,1.2446,5.0,1.2531
members international,members international,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969,5.949997,1.8722,23.0,1.9087
members joint,members joint,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
members need,members need,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
membership access,membership access,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
membership entry,membership entry,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
memory traces,memory traces,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,4.085799,1.7039,17.0,1.8587
men women,men women,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,6.238065,2.1186,18.0,2.6239
mental,mental,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | psychoanalytic_psychology | psychoanalytic_psychotherapy,1920-1945 | 1970-1989 | 1990-2009 | 2010-2025,49.897035,10.7659,1609.0,23.6111
mental apparatus,mental apparatus,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_period,,1946-1969,2.821477,0.9267,20.0,1.1474
mental disorders,mental disorders,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,9.151291,3.0058,22.0,3.2051
mental functioning,mental functioning,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period,ijpa,1970-1989 | 1990-2009,4.000911,0.9165,154.0,2.0774
mental health,mental health,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues | psychoanalytic_psychology | psychoanalytic_psychotherapy,1990-2009 | 2010-2025,57.880395,13.5784,378.0,16.2037
mental illness,mental illness,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,6.471447,2.523,17.0,3.0075
mental life,mental life,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945 | 1946-1969 | 1970-1989,8.528156,2.5593,185.0,3.9359
mental mechanisms,mental mechanisms,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,2.840337,1.2335,9.0,1.312
mental states,mental states,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | psychoanalytic_psychology,1990-2009 | 2010-2025,2.873135,1.1562,81.0,1.7628
mentalization,mentalization,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,2010-2025,12.541301,3.7637,27.0,4.3269
merton gill,merton gill,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,2.662074,1.1561,9.0,1.3216
metapsychological,metapsychological,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,japa,1970-1989,12.239429,3.4425,68.0,4.9927
michael balint,michael balint,history_theory_schools,mapped_initial,high,school_author_terms,\blacan\b|\blacanian\b|\bkohut\b|\bkohutian\b|\bfairbairn\b|\bferenczi\b|\bbalint\b,1,history_theory_schools,,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969,5.409831,1.7254,33.0,1.8257
