keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag
chromosome 17,chromosome 17,chromosome 17,app_sem_0253,no_semantic_change,untranslated_review,low,translation_review
chronic disease,chronic disease,przewlekły choroba,app_sem_0254,no_semantic_change,token_full,high,ok
chronic fatigue,chronic fatigue,przewlekły fatigue,app_sem_0255,no_semantic_change,token_partial_review,medium,translation_review
chronic low backache,chronic low backache,przewlekły low backache,app_sem_0256,no_semantic_change,token_partial_review,medium,translation_review
chronic mentally ill persons,chronic mentally ill persons,przewlekły mentally ill persons,app_sem_0257,no_semantic_change,token_partial_review,medium,translation_review
chronic pain,chronic pain,ból przewlekły,app_sem_0258,no_semantic_change,glossary_exact,high,ok
chronic renal failure,chronic renal failure,przewlekły renal failure,app_sem_0259,no_semantic_change,token_partial_review,medium,translation_review
chronic schizophrenia,chronic schizophrenia,przewlekły schizofrenia,app_sem_0260,no_semantic_change,token_full,high,ok
chronic stress,chronic stress,przewlekły stres,app_sem_0261,no_semantic_change,token_full,high,ok
chronic trauma,chronic trauma,przewlekły trauma,app_sem_0262,no_semantic_change,token_full,high,ok
chronically mentally ill,chronically mentally ill,chronically mentally ill,app_sem_0263,no_semantic_change,untranslated_review,low,translation_review
cidi,cidi,CIDI,app_sem_0264,no_semantic_change,glossary_exact,high,ok
citalopram,citalopram,citalopram,app_sem_0265,no_semantic_change,untranslated_review,low,translation_review
classification,classification,klasyfikacja,app_sem_0266,no_semantic_change,glossary_exact,high,ok
classification trees,classification trees,classification trees,app_sem_0267,no_semantic_change,untranslated_review,low,translation_review
classifications in psychiatry,classifications in psychiatry,klasyfikacje w psychiatrii,app_sem_0268,no_semantic_change,glossary_exact,high,ok
client challenges,client challenges,client challenges,app_sem_0269,no_semantic_change,untranslated_review,low,translation_review
climate change,climate change,climate change,app_sem_0270,no_semantic_change,untranslated_review,low,translation_review
clinical factors,clinical factor,clinical czynnik,app_sem_0271,plural_to_concept:clinical factors->clinical factor,token_partial_review,medium,translation_review|semantic_merge_audit
clinical high risk,clinical high risk,clinical high ryzyko,app_sem_0272,no_semantic_change,token_partial_review,medium,translation_review
clinical intuition,clinical intuition,clinical intuition,app_sem_0273,no_semantic_change,untranslated_review,low,translation_review
clinical management,clinical management,postępowanie kliniczne,app_sem_0274,no_semantic_change,glossary_exact,high,ok
clinical philosophy,clinical philosophy,clinical philosophy,app_sem_0275,no_semantic_change,untranslated_review,low,translation_review
clinical psychology,clinical psychology,clinical psychology,app_sem_0276,no_semantic_change,untranslated_review,low,translation_review
clinical trial,clinical trial,clinical trial,app_sem_0277,no_semantic_change,untranslated_review,low,translation_review
clinical utility,clinical utility,clinical utility,app_sem_0278,no_semantic_change,untranslated_review,low,translation_review
close relationships,close relationships,close relacje,app_sem_0279,no_semantic_change,token_partial_review,medium,translation_review
clozapine,clozapine,klozapina,app_sem_0280,no_semantic_change,glossary_exact,high,ok
cluster a,cluster a,cluster a,app_sem_0281,no_semantic_change,untranslated_review,low,translation_review
cluster b,cluster b,cluster b,app_sem_0282,no_semantic_change,untranslated_review,low,translation_review
co-dependence,co-dependence,co-uzależnienie,app_sem_0283,no_semantic_change,token_partial_review,medium,translation_review
co-dependent mothers,co-dependent mothers,co-dependent mothers,app_sem_0284,no_semantic_change,untranslated_review,low,translation_review
co-morbidity,comorbidity,współchorobowość,app_sem_0325,exact_map:co-morbidity->comorbidity,glossary_exact,high,semantic_merge_audit
co2,co2,co2,app_sem_0285,no_semantic_change,untranslated_review,low,translation_review
code of ethics,code of ethics,code of ethics,app_sem_0286,no_semantic_change,untranslated_review,low,translation_review
codependency,codependency,codependency,app_sem_0287,no_semantic_change,untranslated_review,low,translation_review
cognition,cognition,poznanie,app_sem_0288,no_semantic_change,glossary_exact,high,ok
cognitive,cognitive,poznawczy,app_sem_0289,no_semantic_change,token_full,high,ok
cognitive appraisal,cognitive appraisal,poznawczy appraisal,app_sem_0290,no_semantic_change,token_partial_review,medium,translation_review
cognitive approach,cognitive approach,poznawczy approach,app_sem_0291,no_semantic_change,token_partial_review,medium,translation_review
cognitive behavioral therapy,cognitive behavioral therapy,terapia poznawczo-behawioralna,app_sem_0292,no_semantic_change,glossary_exact,high,ok
cognitive behaviour therapy,cognitive behavioral therapy,terapia poznawczo-behawioralna,app_sem_0292,exact_map:cognitive behaviour therapy->cognitive behavioral therapy,glossary_exact,high,semantic_merge_audit
cognitive behavioural therapy,cognitive behavioral therapy,terapia poznawczo-behawioralna,app_sem_0292,exact_map:cognitive behavioural therapy->cognitive behavioral therapy,glossary_exact,high,semantic_merge_audit
cognitive biases,cognitive biases,poznawczy biases,app_sem_0293,no_semantic_change,token_partial_review,medium,translation_review
cognitive control,cognitive control,kontrola poznawcza,app_sem_0294,no_semantic_change,glossary_exact,high,ok
cognitive deficits,cognitive deficits,poznawczy deficits,app_sem_0295,no_semantic_change,token_partial_review,medium,translation_review
cognitive dysfunctions,cognitive dysfunction,poznawczy dysfunkcja,app_sem_0296,plural_to_concept:cognitive dysfunctions->cognitive dysfunction,token_full,high,semantic_merge_audit
cognitive dysmetria,cognitive dysmetria,poznawczy dysmetria,app_sem_0297,no_semantic_change,token_partial_review,medium,translation_review
cognitive error rating scale,cognitive error rating scale,poznawczy error rating skala,app_sem_0298,no_semantic_change,token_partial_review,medium,translation_review
cognitive errors,cognitive errors,błędy poznawcze,app_sem_0299,no_semantic_change,glossary_exact,high,ok
cognitive flexibility,cognitive flexibility,poznawczy flexibility,app_sem_0300,no_semantic_change,token_partial_review,medium,translation_review
cognitive function,cognitive function,funkcje poznawcze,app_sem_0301,no_semantic_change,glossary_exact,high,ok
cognitive functioning,cognitive functioning,cognitive functioning,app_sem_0302,no_semantic_change,untranslated_review,low,translation_review
cognitive functions,cognitive function,funkcje poznawcze,app_sem_0301,plural_to_concept:cognitive functions->cognitive function,glossary_exact,high,semantic_merge_audit
cognitive impairment in aud,cognitive impairment in aud,poznawczy impairment in aud,app_sem_0303,no_semantic_change,token_partial_review,medium,translation_review
cognitive impairments,cognitive impairments,poznawczy impairments,app_sem_0304,no_semantic_change,token_partial_review,medium,translation_review
cognitive inhibition,cognitive inhibition,poznawczy inhibition,app_sem_0305,no_semantic_change,token_partial_review,medium,translation_review
cognitive processing of trauma,cognitive processing of trauma,poznawczy processing of trauma,app_sem_0306,no_semantic_change,token_partial_review,medium,translation_review
cognitive processing therapy,cognitive processing therapy,poznawczy processing terapia,app_sem_0307,no_semantic_change,token_partial_review,medium,translation_review
cognitive psychotherapy,cognitive psychotherapy,poznawczy psychoterapia,app_sem_0308,no_semantic_change,token_full,high,ok
cognitive restraint,cognitive restraint,poznawczy restraint,app_sem_0309,no_semantic_change,token_partial_review,medium,translation_review
cognitive restructuring,cognitive restructuring,poznawczy restructuring,app_sem_0310,no_semantic_change,token_partial_review,medium,translation_review
cognitive rigidity,cognitive rigidity,poznawczy rigidity,app_sem_0311,no_semantic_change,token_partial_review,medium,translation_review
cognitive trauma processing,cognitive trauma processing,poznawczy trauma processing,app_sem_0312,no_semantic_change,token_partial_review,medium,translation_review
cognitive triad,cognitive triad,poznawczy triad,app_sem_0313,no_semantic_change,token_partial_review,medium,translation_review
cognitive-behavioral therapy,cognitive behavioral therapy,terapia poznawczo-behawioralna,app_sem_0292,exact_map:cognitive-behavioral therapy->cognitive behavioral therapy,glossary_exact,high,semantic_merge_audit
coherence,coherence,coherence,app_sem_0314,no_semantic_change,untranslated_review,low,translation_review
collective memory,collective memory,collective memory,app_sem_0315,no_semantic_change,untranslated_review,low,translation_review
common factors,common factor,common czynnik,app_sem_0316,plural_to_concept:common factors->common factor,token_partial_review,medium,translation_review|semantic_merge_audit
communication,communication,communication,app_sem_0317,no_semantic_change,untranslated_review,low,translation_review
communication competences,communication competences,communication competences,app_sem_0318,no_semantic_change,untranslated_review,low,translation_review
community,community,community,app_sem_0319,no_semantic_change,untranslated_review,low,translation_review
community care,community care,community care,app_sem_0320,no_semantic_change,untranslated_review,low,translation_review
community mental health services,community mental health services,community mental health services,app_sem_0321,no_semantic_change,untranslated_review,low,translation_review
community psychiatry,community psychiatry,psychiatria środowiskowa,app_sem_0322,no_semantic_change,glossary_exact,high,ok
community social support,community social support,community social support,app_sem_0323,no_semantic_change,untranslated_review,low,translation_review
community treatment programme,community treatment programme,community leczenie programme,app_sem_0324,no_semantic_change,token_partial_review,medium,translation_review
comorbidity,comorbidity,współchorobowość,app_sem_0325,no_semantic_change,glossary_exact,high,ok
comparative studies,comparative studies,comparative studies,app_sem_0326,no_semantic_change,untranslated_review,low,translation_review
compassion,compassion,compassion,app_sem_0327,no_semantic_change,untranslated_review,low,translation_review
compassion for others,compassion for others,compassion for others,app_sem_0328,no_semantic_change,untranslated_review,low,translation_review
competence,competence,competence,app_sem_0329,no_semantic_change,untranslated_review,low,translation_review
complex post-traumatic states,complex post-traumatic states,complex post-traumatyczny states,app_sem_0330,no_semantic_change,token_partial_review,medium,translation_review
complex posttraumatic states,complex post-traumatic states,complex post-traumatyczny states,app_sem_0330,exact_map:complex posttraumatic states->complex post-traumatic states,token_partial_review,medium,translation_review|semantic_merge_audit
complex-ptsd,complex-ptsd,complex-ptsd,app_sem_0331,no_semantic_change,untranslated_review,low,translation_review
compliance,compliance,współpraca w leczeniu,app_sem_0332,no_semantic_change,glossary_exact,high,ok
compulsive sexual behavior disorders,compulsive sexual behavior disorder,compulsive seksualny behavior zaburzenie,app_sem_0333,plural_to_concept:compulsive sexual behavior disorders->compulsive sexual behavior disorder,token_partial_review,medium,translation_review|semantic_merge_audit
compulsory treatment/compulsory order,compulsory treatment/compulsory order,compulsory leczenie/compulsory order,app_sem_0334,no_semantic_change,token_partial_review,medium,translation_review
