article_id,journal_key,year_for_analysis,period,title_clean,family_drive_conflict_defense,terms_drive_conflict_defense,family_dream_fantasy_unconscious,terms_dream_fantasy_unconscious,family_ego_self_narcissism,terms_ego_self_narcissism,family_object_relations,terms_object_relations,family_kleinian_bionian,terms_kleinian_bionian,family_winnicottian_environment_holding,terms_winnicottian_environment_holding,family_attachment_development_infant,terms_attachment_development_infant,family_transference_countertransference,terms_transference_countertransference,family_technique_interpretation_process,terms_technique_interpretation_process,family_relational_intersubjective_field,terms_relational_intersubjective_field,family_trauma_dissociation_affect_regulation,terms_trauma_dissociation_affect_regulation,family_psychosis_borderline_primitive_states,terms_psychosis_borderline_primitive_states,family_body_sexuality_gender,terms_body_sexuality_gender,family_language_narrative_symbolization,terms_language_narrative_symbolization,family_culture_race_social_ethics,terms_culture_race_social_ethics,family_empirical_research_measurement,terms_empirical_research_measurement,family_history_theory_schools,terms_history_theory_schools,n_semantic_families_hit,n_semantic_terms_hit
IJP.005.0466A,ijpa,1924,1920-1945,Three Psycho-Analytic Notes,0,,0,,0,,0,,0,,0,,1,child,0,,1,interpretation,0,,0,,0,,0,,0,,0,,0,,0,,2,2
IJP.005.0086A,ijpa,1924,1920-1945,Interpretation of a Phantasy Concerning the Duration of Psycho-Analytic Treatment,0,,1,unconscious | wishes,0,,0,,0,,0,,1,childhood,0,,1,interpretation,0,,0,,0,,0,,1,words,0,,0,,0,,4,5
IJP.005.0332A,ijpa,1924,1920-1945,Heightened Instinctual Life and Obsessional Neurosis in a Child,1,instinctual,1,dream | dreams | wishes,0,,0,,0,,0,,1,child | childhood | early | very early,0,,0,,0,,0,,0,,0,,0,,1,war,0,,1,freud,5,10
IJP.005.0201A,ijpa,1924,1920-1945,From Child Life,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
IJP.005.0363A,ijpa,1924,1920-1945,"Thumb-Sucking, Ear-Pulling and Left-Handedness",0,,0,,1,self,1,object,0,,1,mother,1,children,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud,5,5
IJP.005.0125A,ijpa,1924,1920-1945,The Infantile Genital Organization of the Libido: A Supplement to the Theory of Sexuality,1,libido,0,,0,,0,,0,,0,,1,child | children,0,,0,,1,recognition,0,,0,,1,infantile sexuality | sexual | sexual life | sexuality,0,,0,,0,,1,freud | freud sigmund | freud vienna | sigmund freud,5,12
IJP.005.0362A,ijpa,1924,1920-1945,A Dream of a Child of Six,1,resistance,1,dream,0,,0,,0,,1,mother,1,child,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,4
IJP.005.0358A,ijpa,1924,1920-1945,Some Analytical Illustrations from a Child's Behaviour,0,,0,,1,self,0,,0,,1,mother,1,child,0,,0,,0,,0,,0,,0,,1,words,1,social,0,,0,,5,5
IJP.005.0451A,ijpa,1924,1920-1945,On the Genesis and Dynamics of Inventor's Delusion,0,,0,,1,self,0,,0,,0,,0,,0,,1,interpretation,0,,1,regulation,0,,1,sexual,0,,0,,0,,0,,4,4
IJP.005.0468A,ijpa,1924,1920-1945,An Interesting Dream,1,conflict,1,dream,0,,0,,0,,0,,0,,0,,1,interpretation,0,,0,,0,,0,,0,,0,,0,,0,,3,3
IJP.005.0467A,ijpa,1924,1920-1945,The Castration Complex in a Child,1,castration complex,0,,0,,0,,0,,1,mother,1,child,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,3
IJP.005.0084A,ijpa,1924,1920-1945,Jus Prime Noctis,1,incest,0,,0,,0,,0,,0,,1,childhood,0,,1,interpretation,0,,0,,0,,1,sexual | sexual act | sexual intercourse | sexual life,0,,1,race,0,,0,,5,8
IJP.005.0050A,ijpa,1924,1920-1945,On the Genesis of the Castration Complex in Women,1,castration complex,0,,1,narcissism | self,0,,0,,0,,1,children,0,,0,,0,,0,,0,,1,female,0,,0,,0,,0,,4,5
IJP.005.0141A,ijpa,1924,1920-1945,Some Remarks on the Study of Resistances,1,defence | resistance,1,dream | dreams,0,,1,object,0,,0,,0,,1,transference,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,5,8
IJP.005.0469A,ijpa,1924,1920-1945,A Correct Interpretation by a Non-Analyst,0,,0,,0,,0,,0,,1,mother,0,,0,,1,interpretation,0,,0,,0,,0,,0,,0,,0,,0,,2,2
IJP.005.0419A,ijpa,1924,1920-1945,The Passing of the Oedipus Complex,1,oedipus complex,1,wish,0,,0,,0,,1,mother,1,child | childhood | early | early childhood,0,,0,,0,,0,,0,,1,sexual,0,,0,,0,,1,freud | freud sigmund | freud vienna | sigmund freud,6,12
IJP.005.0085B,ijpa,1924,1920-1945,Phallic Symbolism,0,,1,unconscious,0,,0,,0,,1,play,0,,0,,0,,0,,0,,0,,1,sexuality,0,,0,,0,,0,,3,3
IJP.005.0425A,ijpa,1924,1920-1945,Telepathy and Psycho-Analysis,0,,0,,0,,0,,0,,0,,0,,0,,1,technical,1,recognition,0,,0,,0,,0,,0,,0,,0,,2,2
IJP.005.0085A,ijpa,1924,1920-1945,A Castration Symbol,1,libido,1,dream | dreams | unconscious | unconscious phantasies,0,,1,object,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,6
IJP.005.0066A,ijpa,1924,1920-1945,The Various Developments Undergone by Narcissism in Men and in Women,1,libido,0,,1,narcissism,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,infantile sexuality | sex differences | sexual | sexual life | sexuality,1,words,0,,0,,1,freud,5,9
IJP.005.0197A,ijpa,1924,1920-1945,Blunders with an Over-Compensating Tendency,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,anxiety,0,,0,,1,words,0,,0,,1,freud,3,3
IJP.005.0001A,ijpa,1924,1920-1945,The Conception of the State and Social Psychology-With Special Reference to Freud's Group Theory,0,,0,,1,ego,1,object | objects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,social | social psychology,0,,1,freud | freud's,4,7
IJP.005.0130A,ijpa,1924,1920-1945,Compensation as a Means of Discounting the Motive of Repression,1,resistance,0,,1,self,0,,0,,0,,0,,0,,0,,0,,1,affect,0,,0,,0,,0,,0,,1,freud | freud's,4,5
IJP.005.0155A,ijpa,1924,1920-1945,Polyphallic Symbolism and the Castration Complex,1,castration complex,1,dream,0,,1,external,0,,0,,0,,0,,0,,0,,0,,0,,1,female,0,,0,,0,,1,freud,5,5
IJP.005.0439A,ijpa,1924,1920-1945,Psycho-Analysis of the Unconscious Sense of Guilt,0,,1,unconscious,0,,0,,0,,1,mother | play,1,child,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,4
IJP.005.0039A,ijpa,1924,1920-1945,Contributions to the Masculinity Complex in Women,1,castration complex,0,,0,,0,,0,,1,mother,1,infancy | loss,0,,0,,0,,0,,0,,1,body | sexual,0,,0,,0,,1,freud,5,7
IJP.005.0312A,ijpa,1924,1920-1945,The Rôle of the School in the Libidinal Development of the Child,1,instinctual | libidinal | libido,1,dream | dreams,0,,1,object | objects,1,klein melanie | melanie klein,0,,1,child,0,,0,,0,,1,anxiety,0,,1,sexual,0,,0,,0,,1,freud,8,13
IJP.005.0269A,ijpa,1924,1920-1945,'Active Therapy' and Psycho-Analysis-A Critical Review,1,resistance,0,,0,,0,,0,,0,,0,,0,,1,technical | technique,0,,0,,0,,0,,0,,0,,0,,1,freud,3,4
IJP.006.0288A,ijpa,1925,1920-1945,"A Peculiar Custom Observed on the Island of Marken, in Holland",0,,0,,0,,1,object,0,,0,,1,early,0,,0,,0,,0,,1,primitive,0,,0,,1,race,0,,0,,4,4
IJP.006.0327C,ijpa,1925,1920-1945,General,0,,1,unconscious,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,social | social psychology,0,,0,,2,3
IJP.006.0458A,ijpa,1925,1920-1945,A Slip of the Needle,0,,0,,0,,0,,0,,0,,1,child | children,0,,0,,0,,0,,0,,0,,1,words,0,,0,,0,,2,3
IJP.006.0339A,ijpa,1925,1920-1945,Applications,0,,1,unconscious | wishes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2
IJP.006.0324A,ijpa,1925,1920-1945,The Castration Complex in the Nursery,1,castration complex,0,,0,,0,,0,,1,mother | play,1,child | children | early,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,6
IJP.006.0323A,ijpa,1925,1920-1945,A Contribution to the Psychological Explanation of the Arc De Cercle,0,,1,dream | dreams | unconscious,0,,0,,0,,0,,1,child,0,,0,,0,,1,anxiety,0,,1,body | female,1,meaning,0,,1,measure | measures,0,,6,10
IJP.006.0325A,ijpa,1925,1920-1945,A Note on 'Shingling',0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,anxiety,0,,0,,0,,0,,0,,0,,1,1
IJP.006.0051A,ijpa,1925,1920-1945,Note on Freud and Blake,1,conflict,0,,0,,0,,0,,0,,1,children,0,,0,,0,,0,,0,,1,sexual,1,language,0,,0,,1,freud | freud's,5,6
IJP.006.0209A,ijpa,1925,1920-1945,A Note on the Phallic Significance of the Tongue and of Speech,1,castration complex | oedipus complex,1,unconscious | wish,0,,0,,0,,0,,1,loss,0,,0,,0,,0,,0,,1,sexual,0,,0,,0,,0,,4,6
IJP.006.0045A,ijpa,1925,1920-1945,A Castration Complex,1,castration complex,0,,1,self,1,internal | object,0,,0,,1,childhood,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,5
IJP.006.0454A,ijpa,1925,1920-1945,A Screen-Memory In Statu Nascendi,0,,0,,0,,0,,0,,1,play,1,child,0,,0,,0,,1,trauma,0,,0,,0,,0,,0,,0,,3,3
IJP.006.0446A,ijpa,1925,1920-1945,Dreams in Pairs and Series,1,incest,1,dream | dreams | wish,0,,1,object,0,,1,mother,0,,0,,0,,0,,0,,0,,1,sexual | sexual act,0,,0,,0,,1,freud,6,9
IJP.006.0001B,ijpa,1925,1920-1945,Introduction,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
IJP.006.0282A,ijpa,1925,1920-1945,Hindu-Muslim Unity,1,resistance,1,unconscious | wish,0,,0,,0,,0,,0,,0,,0,,1,mutual | relationship,1,emotional,0,,0,,0,,1,violence,1,evidence | measure | measures,0,,6,10
IJP.006.0171A,ijpa,1925,1920-1945,Some Unconscious Factors in the International Language Movement with Especial Reference to Esperanto,0,,1,unconscious,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,language,0,,0,,0,,2,2
IJP.006.0444A,ijpa,1925,1920-1945,An Infantile Sexual Theory not Hitherto Noted,0,,0,,0,,1,external,0,,1,mother,1,child | childhood | children | early | early childhood,0,,0,,0,,0,,0,,1,opposite sex | sexual | sexuality,0,,0,,0,,0,,4,10
IJP.006.0419A,ijpa,1925,1920-1945,Some Remarks on Oral Erotism,1,libidinal,1,unconscious,0,,0,,0,,0,,1,children,0,,0,,0,,0,,0,,1,sexual | sexuality,0,,0,,0,,1,freud,5,6
IJP.006.0440A,ijpa,1925,1920-1945,A Note on the Formation of Symbols,0,,1,dream | dreams | unconscious,0,,1,object,0,,0,,0,,0,,0,,0,,1,affect,0,,1,female | sexual,0,,0,,0,,0,,4,7
IJP.006.0405A,ijpa,1925,1920-1945,The Psychology of Women in Relation to the Functions of Reproduction,1,libido,0,,1,ego,1,object | object choice,0,,0,,0,,0,,0,,0,,1,feelings,0,,1,sexual | sexual act,0,,0,,0,,0,,5,7
IJP.006.0035A,ijpa,1925,1920-1945,The Economic Principle in Psycho-Analytic Technique,0,,0,,0,,0,,0,,0,,0,,0,,1,psycho-analytic technique | technique,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,2,4
IJP.006.0005A,ijpa,1925,1920-1945,Metapsychological Points of View in Technique and Theory,1,libidinal | libido,1,unconscious,0,,0,,0,,0,,0,,0,,1,psycho-analytic technique | technique,0,,0,,0,,0,,0,,0,,0,,1,freud,4,6
IJP.006.0013A,ijpa,1925,1920-1945,A Metapsychological Description of the Process of Cure,1,resistance,0,,1,ego,1,object,0,,0,,0,,0,,1,technique,0,,0,,0,,0,,0,,0,,0,,1,freud | freud himself | freud's,5,7
IJP.006.0247A,ijpa,1925,1920-1945,The Influence of Oral Erotism on Character-Formation,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,infantile sexuality | sexual | sexual life | sexuality,0,,0,,0,,1,freud,2,5
IJP.006.0052A,ijpa,1925,1920-1945,The Pearl and Castration Symbolism,0,,0,,1,self,1,love object | object,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,meaning,0,,0,,0,,3,4
IJP.006.0430A,ijpa,1925,1920-1945,Notes from the Analysis of a Case of Ereuthophobia,1,libidinal,0,,1,shame,0,,0,,1,mother,1,child,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,4
IJP.006.0367A,ijpa,1925,1920-1945,Negation,0,,1,dream | unconscious,0,,0,,0,,1,mother,0,,0,,1,interpretation,0,,0,,0,,0,,1,meaning,0,,0,,1,freud | freud sigmund | freud vienna | sigmund freud,5,9
IJP.006.0155A,ijpa,1925,1920-1945,The Psycho-Analytic Method of Observation,1,conflict | defence,1,unconscious,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,measure,0,,3,4
IJP.006.0452A,ijpa,1925,1920-1945,"An Infantile, Preliminary Phase of 'Defiance by Lack of Affect'",1,libidinal | resistance,0,,0,,0,,0,,0,,1,childhood,0,,0,,1,relationship | relationships,1,affect,0,,1,sexual,0,,0,,0,,0,,5,7
IJP.006.0259A,ijpa,1925,1920-1945,The Psychoses: Their Mechanisms and Accessibility to Influence,1,instinctual | libido,0,,1,ego | narcissism | narcissistic,1,object,0,,0,,0,,1,transference,1,technical,0,,0,,0,,0,,0,,0,,0,,1,freud,6,9
IJP.006.0131A,ijpa,1925,1920-1945,Notes on Oral Character Formation,1,libido,0,,1,ego,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,3,4
IJP.006.0300A,ijpa,1925,1920-1945,A Case of Kleptomania in a Girl of Ten Years,0,,0,,0,,1,object | objects,0,,1,mother,1,child,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,4
IJP.006.0109A,ijpa,1925,1920-1945,Mother-Right and the Sexual Ignorance of Savages,0,,0,,0,,0,,0,,1,mother,1,children | early,0,,0,,0,,1,emotional,0,,1,sexual,0,,0,,0,,0,,4,5
IJP.006.0372A,ijpa,1925,1920-1945,Psycho-Analysis of Sexual Habits,1,defence,0,,0,,0,,0,,0,,0,,0,,1,technique,0,,0,,0,,1,sexual,0,,0,,1,measure | measures,1,ferenczi budapest,5,6
IJP.006.0317A,ijpa,1925,1920-1945,Speech and Castration: Two Unusual Analytic Hours,0,,0,,0,,0,,0,,0,,0,,0,,1,interpretation | setting,0,,0,,0,,0,,0,,0,,0,,0,,1,2
IJP.006.0292A,ijpa,1925,1920-1945,Sensation and Narcissism,1,libido,0,,1,narcissism,1,external | external objects | object | objects,0,,0,,1,child | early,0,,0,,1,relationship | relationships,0,,0,,0,,0,,0,,0,,0,,5,10
IJP.006.0313A,ijpa,1925,1920-1945,The Psychology of the Effect Produced by Morphia,0,,0,,0,,0,,0,,0,,0,,1,transference,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
IJP.007.0237A,ijpa,1926,1920-1945,The Symbolism of the Serpent,0,,1,dream | dreams,0,,0,,0,,0,,1,child,0,,1,interpretation,0,,0,,0,,1,sexual,1,meaning,0,,0,,1,freud | freud's,6,8
IJP.007.0457A,ijpa,1926,1920-1945,The Psychology of Study and Examinations,0,,1,dream | unconscious,0,,0,,0,,0,,1,children | early,0,,0,,0,,0,,0,,1,sexual,0,,1,responsibility,0,,1,freud,5,7
IJP.007.0503A,ijpa,1926,1920-1945,Childhood,0,,0,,1,self,1,object,0,,0,,1,child | childhood | children | early | family,0,,0,,0,,1,emotional | feelings,0,,0,,1,language | meaning | words,1,cultural,0,,0,,6,13
IJP.007.0502A,ijpa,1926,1920-1945,Childhood,0,,1,unconscious,0,,0,,0,,0,,1,child | childhood | family | loss,0,,0,,1,relationship | relationships,1,emotional,0,,0,,0,,0,,1,psycho-analytic study,0,,5,9
IJP.007.0414A,ijpa,1926,1920-1945,The Conception of the Ego,1,instinctual | instinctual impulses,0,,1,ego | self,1,external | external reality | internal,0,,0,,1,early,0,,0,,0,,0,,0,,0,,1,words,0,,0,,1,freud | freud's,6,11
IJP.007.0392A,ijpa,1926,1920-1945,A Type of Anal-Erotic Resistance,1,libidinal | libido | resistance,0,,1,ego | narcissism | narcissistic,0,,0,,0,,0,,1,transference,0,,1,relationship,0,,0,,0,,0,,0,,0,,1,freud,5,9
IJP.007.0353A,ijpa,1926,1920-1945,Projection,0,,1,unconscious,0,,1,external | internal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,3
IJP.007.0340A,ijpa,1926,1920-1945,Neurosis and the Whole Personality,1,instinctual | instinctual impulses | libido,1,unconscious,1,ego,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,language,0,,0,,1,freud | freud's,5,8
IJP.007.0079B,ijpa,1926,1920-1945,Epistaxis in a Man Simulating Menstruation,1,defence,1,dream,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,sexual | sexual intercourse,0,,0,,0,,0,,3,4
IJP.007.0236A,ijpa,1926,1920-1945,Deprivation of the Senses as a Castration Symbol,0,,0,,0,,1,internal,0,,1,mother,1,child,0,,0,,0,,0,,0,,0,,0,,0,,1,evidence,0,,4,4
IJP.007.0363A,ijpa,1926,1920-1945,"A Psychological Factor in the Aetiology of Descensus Uteri, Laceration of the Perineum and Vaginismus",1,libido,0,,0,,0,,0,,0,,1,attachment | child | loss,0,,1,interpretation,0,,0,,0,,1,body | infantile sexuality | sexual | sexuality,0,,0,,1,evidence,0,,5,10
IJP.007.0366A,ijpa,1926,1920-1945,Schizophrenic and Creative Thinking,1,instinctual,1,dream | unconscious,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,3,5
IJP.007.0381A,ijpa,1926,1920-1945,The Sources of Neurotic Anxiety: A Contribution to the Theory of Psycho-Analytic Therapy,1,instinctual | libidinal | libido,0,,1,ego,0,,0,,0,,0,,0,,0,,1,mutual,1,anxiety | trauma,0,,1,sexual,1,meaning,0,,0,,1,freud,7,10
IJP.007.0079A,ijpa,1926,1920-1945,Coincident Phantasies in Mother and Son,0,,1,dream | dreams | wish,0,,0,,0,,1,mother,1,childhood | family,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,6
IJP.007.0359A,ijpa,1926,1920-1945,The Genesis of the Feminine Super-Ego,1,castration anxiety | incest | oedipus complex,1,unconscious | wishes,1,ego,0,,0,,1,mother,1,child | early | loss | very early,0,,0,,0,,1,anxiety,0,,1,female | sexuality,0,,0,,0,,1,freud,8,15
IJP.007.0377A,ijpa,1926,1920-1945,A 'Technical' Form of Resistance,1,resistance,1,unconscious,0,,0,,0,,0,,0,,1,transference,1,interpretation | interpretations | technical,0,,1,emotional,0,,0,,0,,0,,1,evidence,0,,6,8
IJP.007.0312A,ijpa,1926,1920-1945,The Problem of Acceptance of Unpleasant Ideas: Advances in Knowledge of the Sense of Reality,1,instinctual,1,wishes,1,ego,0,,0,,0,,1,child,1,transference,0,,0,,1,feelings,0,,0,,0,,0,,1,effectiveness,1,ferenczi budapest | freud | freud's,8,10
IJP.007.0227A,ijpa,1926,1920-1945,An Hysterical Symptom in a Child of Two Years and Three Months Old,0,,0,,0,,0,,0,,1,mother | play,1,child | children,0,,0,,0,,0,,0,,0,,1,story,0,,0,,1,anna freud | freud | freud vienna,4,8
IJP.007.0297A,ijpa,1926,1920-1945,To Sigmund Freud on his Seventieth Birthday,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,culture | war,0,,1,freud | sigmund freud,2,4
IJP.007.0002A,ijpa,1926,1920-1945,The Psychological Relations Between Sexuality and Alcoholism,0,,0,,0,,0,,0,,0,,1,childhood,0,,0,,0,,0,,0,,1,sexual | sexuality,0,,1,social,0,,1,freud,4,5
IJP.007.0396A,ijpa,1926,1920-1945,The Psychic Effects of Intoxicants: An Attempt to Evolve a Psycho-Analytical Theory of Morbid Cravings,0,,0,,0,,0,,0,,1,play,0,,0,,0,,0,,0,,0,,1,body,0,,0,,0,,0,,2,2
IJP.007.0011A,ijpa,1926,1920-1945,The Neurotic Character,1,libidinal | libido | resistance,1,unconscious,0,,0,,0,,0,,1,family,0,,1,setting,0,,1,affective,0,,1,sexual,0,,1,responsibility | social,0,,0,,7,10
IJP.007.0214A,ijpa,1926,1920-1945,Character-Formation on the Genital Level of Libido-Development,1,libido,0,,1,narcissism,1,external | external world | object,0,,0,,1,child | early | early stages,0,,0,,0,,0,,1,primitive,0,,0,,1,race | social,0,,0,,6,11
IJP.007.0064A,ijpa,1926,1920-1945,The Will to Recovery,1,resistance,1,unconscious | wish,1,ego,0,,0,,0,,0,,1,transference,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,5
IJP.007.0324A,ijpa,1926,1920-1945,"The Flight from Womanhood: The Masculinity-Complex in Women, as Viewed by Men and by Women",1,libido,0,,0,,1,object,0,,1,play,1,child,0,,0,,0,,0,,0,,1,sexual | sexual intercourse,0,,0,,0,,1,freud | freud himself,6,8
IJP.007.0182A,ijpa,1926,1920-1945,Bibliography of Scientific Publications,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
IJP.007.0229A,ijpa,1926,1920-1945,Notes on an Analysis of a Case of Pæderasty,0,,0,,0,,0,,0,,0,,1,family,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
IJP.007.0445A,ijpa,1926,1920-1945,Psycho-Analysis and Organic Disorder: Myopia as a Paradigm,0,,1,wish,1,self,1,external | internal,0,,0,,0,,0,,0,,1,relationship | relationships,0,,0,,0,,0,,0,,0,,0,,4,6
IJP.007.0223A,ijpa,1926,1920-1945,A Contribution to the Psychology of Sport,1,castration complex,1,dream,0,,1,object,0,,0,,1,childhood | early,0,,0,,0,,1,anxiety | feelings,0,,0,,0,,1,social,0,,0,,6,8
IJP.007.0031A,ijpa,1926,1920-1945,Infant Analysis,1,libidinal,0,,0,,0,,1,klein melanie | melanie klein,0,,1,children,0,,0,,0,,0,,0,,1,sexual,0,,0,,0,,0,,4,5
IJP.007.0470A,ijpa,1926,1920-1945,"The 'Doctor-Game', Illness and the Profession of Medicine",1,aggressive | castration complex | conflict,1,wish,0,,0,,0,,1,mother | play,1,child | childhood | children | early | early childhood | very early,0,,0,,0,,0,,0,,1,sexual | sexual act,0,,0,,0,,1,freud,6,15
IJP.007.0420A,ijpa,1926,1920-1945,The Sense of Guilt and the Need for Punishment,1,libidinal | libido | oedipus complex,1,unconscious,1,ego | ego ideal,0,,0,,0,,0,,0,,0,,0,,1,feelings,0,,0,,0,,0,,0,,1,freud | freud's,5,9
IJP.007.0434A,ijpa,1926,1920-1945,Some Variations in Ego-Feeling,0,,1,dream | dreams,1,ego | self,1,external | external reality,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,4,8
IJP.007.0190A,ijpa,1926,1920-1945,Psycho-Analytical Notes on Coué's Method of Self-Mastery,0,,0,,1,self,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,war,0,,0,,2,2
IJP.007.0243A,ijpa,1926,1920-1945,The Appearance in a Dream of a Lost Memory,1,castration anxiety | conflict | oedipus complex,1,dream,0,,0,,0,,1,mother,1,childhood | early | early childhood,0,,0,,0,,1,anxiety,0,,1,sexual | sexual intercourse,1,words,0,,0,,0,,7,12
IJP.007.0303A,ijpa,1926,1920-1945,The Origin and Structure of the Super-Ego,1,conflict | conflicts | oedipus complex,0,,1,ego,1,object,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud himself | freud's,4,8
IJP.007.0484A,ijpa,1926,1920-1945,A Contribution to the Understanding of Sado-Masochism,0,,0,,1,ego,0,,0,,1,mother,1,child | childhood | children,0,,0,,1,relationship,0,,0,,1,body | sexual,0,,0,,0,,0,,5,8
IJP.008.0072A,ijpa,1927,1920-1945,Notes on Psycho-Analysis of War Neuroses,1,oedipus complex | resistance,1,dream | dreams,1,shame,0,,0,,1,mother,0,,0,,0,,0,,1,dissociation,0,,0,,0,,1,war,0,,0,,6,8
IJP.008.0405A,ijpa,1927,1920-1945,Slips of the Tongue in Mediæval English Literature,0,,0,,0,,0,,0,,1,play,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
IJP.008.0523A,ijpa,1927,1920-1945,Delusional Projection Mechanism in a Case of Paralysis Agitans,0,,0,,0,,0,,0,,0,,1,children | family,0,,0,,0,,0,,0,,1,sexual | sexual act,0,,0,,0,,0,,2,4
IJP.008.0524A,ijpa,1927,1920-1945,On Seeing Oneself Dead in a Dream,0,,1,dream | dreams,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2
IJP.008.0074A,ijpa,1927,1920-1945,Penis-Fæces-Child,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
IJP.008.0403A,ijpa,1927,1920-1945,Scent in a Symptomatic Act,0,,1,dream | dreams,1,self,0,,0,,1,mother,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,4
IJP.008.0065A,ijpa,1927,1920-1945,A Case of Stammering in a Child,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,1,feelings,0,,1,sexual,0,,0,,0,,0,,3,3
IJP.008.0053A,ijpa,1927,1920-1945,A Father Pleads for the Death of his Son,1,conflict,0,,1,self,0,,0,,1,mother | play,0,,0,,0,,0,,0,,0,,0,,1,story,0,,1,evidence,0,,5,6
IJP.008.0143A,ijpa,1927,1920-1945,Contributions to Case History-A Case of Borrowed Sense of Guilt,0,,1,wish,0,,1,external,0,,1,mother,1,children,0,,0,,0,,1,affect | anxiety,0,,1,sexual,0,,0,,0,,0,,6,7
IJP.008.0521A,ijpa,1927,1920-1945,Atheism in Childhood and Faulty Character-Development,1,conflict | conflicts | libidinal | libido,1,wishes,1,self,1,object,0,,1,mother,1,child | childhood | early | early childhood | family,0,,0,,0,,1,feelings,1,primitive,0,,0,,0,,0,,0,,8,15
IJP.008.0069A,ijpa,1927,1920-1945,On Throwing Dishes from a Window in Dreams,0,,1,dream | dreams | wish,0,,0,,0,,0,,1,children,0,,0,,0,,0,,0,,1,sexual,1,meaning | words,0,,0,,1,freud | freud's,5,9
IJP.008.0402A,ijpa,1927,1920-1945,A Dream from an Eleventh Century Japanese Novel,0,,1,dream,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,body,0,,0,,0,,0,,2,2
IJP.008.0038A,ijpa,1927,1920-1945,Does Masochism Necessarily Imply the Existence of a Death-Instinct?,1,death instinct | libido,1,unconscious,0,,1,object | objects,0,,1,play,0,,0,,0,,0,,1,feelings,0,,0,,0,,0,,0,,1,freud,6,8
IJP.008.0073A,ijpa,1927,1920-1945,An Interesting Invented 'Portmanteau' Word,0,,1,unconscious,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,language | words,0,,0,,0,,2,3
IJP.008.0047A,ijpa,1927,1920-1945,Some Psycho-Analytical Notes on Negation,0,,1,unconscious,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud pointed,2,3
